id,name,number,degree,hobbies,city,personality_traits,sex,age,origin_country,average_grade,language,learning_pace,career_focus
3208,Susan Hurst,+48356910885,Master of Science,"['cooking', 'hiking', 'reading', 'traveling']",Gdansk,"['lazy', 'optimistic', 'empathic', 'responsible', 'sneaky', 'self-centered']",male,22,Poland,4.11,English + Poland,Medium,Low
3209,Alexandria Peters,+48760673665,PhD,['hiking'],Szczecin,"['impatient', 'malicious', 'confident', 'arrogant', 'exuberant']",female,25,Poland,1.96,English + Poland,Medium,Low
3210,Laurie Curtis,+48218860399,Bachelor of Arts,"['cooking', 'art']",Warsaw,"['disrespectful', 'charismatic', 'honest', 'arrogant', 'callous', 'boorish', 'stingy']",male,22,Poland,4.5,English + Poland,Low,High
3211,Wesley Foster,+48724777400,PhD,"['reading', 'music', 'art']",Lublin,['empathic'],male,29,Ukraine,2.46,English + Ukraine,Low,Medium
3212,Kevin Rodriguez,+48383421554,Master of Arts,"['traveling', 'art', 'dancing']",Wroclaw,"['disrespectful', 'cowardly']",male,22,France,2.92,English,Low,High
3213,Erik Diaz,+48540419838,Bachelor of Science,"['music', 'dancing', 'cooking', 'reading']",Gdansk,"['pessimistic', 'sarcastic', 'unfriendly']",female,29,Ukraine,2.28,English + Ukraine,Low,Medium
3214,Alan Acevedo,+48951130566,Master of Science,['gaming'],Krakow,"['responsible', 'forgetful', 'arrogant', 'courageous']",male,23,Ukraine,3.4,English + Ukraine,Medium,Low
3215,Dr. Marcus Todd,+48201978514,Master of Arts,"['hiking', 'art', 'reading']",Lublin,"['responsible', 'surly', 'kind', 'rigid']",female,30,Ukraine,2.77,English + Ukraine,Low,Low
3216,Darlene Thomas,+48593581864,PhD,"['music', 'gaming', 'traveling']",Wroclaw,"['reliable', 'adaptable', 'sociable', 'loyal', 'fair', 'lazy', 'humble']",male,26,Poland,4.16,English + Poland,Medium,Low
3217,Timothy Cobb,+48772734869,Bachelor of Arts,"['music', 'gaming', 'cooking', 'traveling', 'hiking']",Wroclaw,"['bossy', 'lazy', 'apathetic', 'argumentative', 'compassionate']",female,23,Spain,2.49,English,Medium,Low
3218,Michael Marsh,+48579680956,Master of Arts,"['traveling', 'cooking', 'hiking', 'reading']",Gdansk,"['affable', 'congenial', 'sneaky', 'disloyal', 'bossy', 'broad-minded']",male,29,Poland,2.97,English + Poland,Low,Medium
3219,Amanda Brown,+48168603979,Master of Arts,"['hiking', 'art', 'sports', 'gaming', 'music']",Krakow,"['selfish', 'rude', 'loyal']",female,29,Poland,3.99,English + Poland,Medium,Low
3220,Stephanie Mcdaniel,+48527213778,Bachelor of Arts,['reading'],Krakow,['forgetful'],female,24,Germany,3.43,English,Medium,High
3221,Kurt Fitzgerald,+48948345778,Master of Arts,"['cooking', 'dancing']",Szczecin,"['uncertain', 'impulsive', 'sneaky', 'broad-minded', 'picky', 'pessimistic']",female,25,Ukraine,3.7,English + Ukraine,Fast,Low
3222,Tony Shields,+48092092536,Bachelor of Arts,"['hiking', 'traveling', 'music', 'reading']",Warsaw,"['slovenly', 'understanding', 'broad-minded', 'courageous']",male,27,Poland,4.3,English + Poland,Fast,High
3223,Janet Delgado,+48849349274,Bachelor of Arts,"['reading', 'hiking', 'traveling', 'dancing', 'cooking']",Krakow,"['discreet', 'apathetic']",female,22,Poland,4.14,English + Poland,Fast,High
3224,Kerri Murphy,+48498095796,Bachelor of Arts,"['cooking', 'reading', 'dancing']",Gdansk,['sympathetic'],male,28,Poland,2.13,English + Poland,Medium,Low
3225,Angela Howard,+48570556592,Bachelor of Arts,"['dancing', 'gaming', 'reading']",Szczecin,"['patient', 'gregarious', 'picky']",female,23,Poland,4.96,English + Poland,Fast,Low
3226,William Morton,+48199732427,Bachelor of Arts,"['art', 'cooking', 'traveling', 'hiking']",Lublin,"['driven', 'competent', 'congenial']",female,27,Poland,3.01,English + Poland,Fast,Medium
3227,Julia Chung,+48546254586,PhD,"['music', 'dancing', 'reading']",Gdansk,['competent'],male,25,Ukraine,2.77,English + Ukraine,Medium,Low
3228,Suzanne Green,+48667935645,Bachelor of Arts,['hiking'],Lublin,"['helpful', 'empathic', 'disloyal', 'pessimistic']",female,29,Ukraine,4.21,English + Ukraine,Fast,High
3229,Brandy Harrison,+48362495873,Master of Arts,"['gaming', 'sports', 'art', 'music', 'traveling']",Katowice,['uncertain'],female,28,Poland,2.11,English + Poland,Fast,Low
3230,Bradley Mack,+48703300821,Master of Arts,"['music', 'reading']",Lublin,['disrespectful'],female,26,Poland,1.03,English + Poland,Fast,High
3231,Erik Ward,+48401863345,Master of Arts,"['art', 'traveling', 'gaming']",Lublin,"['picky', 'rigid', 'optimistic', 'uncertain', 'compassionate', 'bossy', 'stingy']",female,25,Poland,4.93,English + Poland,Low,High
3232,Timothy Fisher,+48857712321,Bachelor of Arts,"['dancing', 'sports', 'cooking', 'art', 'music']",Krakow,"['helpful', 'unpredictable', 'enthusiastic', 'gregarious', 'slovenly', 'optimistic', 'humble']",male,26,Spain,2.55,English,Medium,High
3233,Melissa Jackson,+48151761386,Master of Science,['reading'],Poznan,"['picky', 'courageous', 'slovenly']",male,29,Spain,3.02,English,Low,High
3234,Ryan Walker,+48116860180,PhD,"['traveling', 'sports', 'gaming', 'music']",Szczecin,"['patient', 'accepting', 'argumentative', 'sneaky', 'gregarious', 'apathetic', 'persistent']",male,28,Ukraine,3.99,English + Ukraine,Medium,Low
3235,Christopher Hill,+48885647841,Bachelor of Arts,"['cooking', 'music', 'sports']",Wroclaw,"['arrogant', 'reckless', 'disrespectful', 'sneaky', 'forgetful', 'independent', 'responsible']",female,27,Poland,2.83,English + Poland,Fast,Low
3236,Robert Gonzales,+48102681137,PhD,"['reading', 'hiking']",Warsaw,"['impulsive', 'argumentative', 'jealous']",male,28,Germany,2.88,English,Fast,Low
3237,Mrs. Robin Wood,+48644256200,Master of Science,"['music', 'traveling', 'cooking', 'reading', 'sports']",Katowice,['gregarious'],female,30,Poland,1.2,English + Poland,Medium,Low
3238,Jennifer Moore,+48447721730,Bachelor of Arts,"['hiking', 'music']",Warsaw,"['conceited', 'picky', 'rude', 'determined', 'sympathetic']",female,30,Poland,4.82,English + Poland,Low,High
3239,Melissa Jensen,+48484250987,Bachelor of Science,"['gaming', 'reading']",Szczecin,"['charismatic', 'dishonest']",male,23,France,4.02,English,Low,High
3240,Carla Jackson,+48658433797,Bachelor of Science,"['reading', 'traveling', 'dancing', 'art']",Krakow,"['responsible', 'argumentative']",female,30,Poland,1.91,English + Poland,Fast,Medium
3241,Thomas Baird,+48639759761,Master of Science,"['hiking', 'gaming']",Gdansk,"['tolerant', 'thoughtless', 'charismatic', 'helpful', 'dishonest', 'sarcastic']",female,30,Poland,4.04,English + Poland,Fast,Low
3242,Terry Miller,+48421894816,Bachelor of Arts,"['music', 'traveling', 'reading', 'art', 'hiking']",Gdansk,['broad-minded'],female,26,Poland,4.93,English + Poland,Low,Medium
3243,Michael Ray,+48105615565,PhD,"['cooking', 'dancing', 'art', 'traveling']",Szczecin,['thoughtless'],male,22,Poland,3.14,English + Poland,Medium,High
3244,Veronica Parks,+48808698194,PhD,"['gaming', 'music', 'hiking']",Poznan,['self-centered'],female,24,Poland,4.03,English + Poland,Medium,Low
3245,Tricia Green,+48721176928,Master of Arts,"['hiking', 'traveling', 'art', 'reading']",Poznan,"['humble', 'independent', 'exuberant', 'rigid', 'unfriendly', 'discreet', 'unpredictable']",female,30,Ukraine,2.77,English + Ukraine,Medium,High
3246,Annette Kirby,+48508540014,Master of Science,"['art', 'gaming', 'reading']",Lublin,"['disrespectful', 'helpful']",male,28,Poland,1.82,English + Poland,Low,Low
3247,Joseph Scott,+48974550074,Bachelor of Arts,['reading'],Szczecin,"['sympathetic', 'selfish', 'self-centered']",female,25,Ukraine,4.1,English + Ukraine,Medium,Low
3248,Mary Adams,+48200502900,Master of Science,"['cooking', 'reading']",Gdansk,"['adaptable', 'exuberant', 'competent', 'surly', 'creative', 'gregarious']",female,23,Poland,2.85,English + Poland,Low,High
3249,Tammie Palmer,+48677777047,Bachelor of Science,"['hiking', 'gaming']",Gdansk,['sociable'],male,22,Ukraine,1.68,English + Ukraine,Medium,High
3250,Clayton Horne,+48660341001,Bachelor of Arts,"['gaming', 'art', 'dancing', 'traveling', 'hiking']",Krakow,"['slovenly', 'driven', 'arrogant', 'self-centered']",male,22,Spain,4.37,English,Low,High
3251,Jessica Davenport,+48714511979,Master of Arts,"['reading', 'gaming', 'art']",Poznan,['disloyal'],male,24,Poland,3.28,English + Poland,Low,High
3252,Christopher Keller,+48855029402,Master of Arts,"['music', 'cooking', 'sports']",Lublin,['determined'],female,26,Poland,3.48,English + Poland,Low,Low
3253,Alexander Mueller,+48912874684,Bachelor of Arts,"['music', 'art', 'reading', 'cooking']",Szczecin,"['reliable', 'malicious', 'congenial', 'dishonest', 'thoughtless', 'sympathetic', 'boorish']",male,25,Ukraine,3.07,English + Ukraine,Low,Medium
3254,Selena Davidson,+48545755380,Bachelor of Arts,"['traveling', 'dancing', 'art']",Katowice,"['rigid', 'unfriendly', 'competent', 'exuberant']",female,28,Ukraine,1.37,English + Ukraine,Low,Medium
3255,Roberto Arias,+48141422388,Bachelor of Science,"['music', 'hiking', 'reading', 'cooking', 'sports']",Lublin,"['congenial', 'uncertain', 'impatient', 'loyal', 'vulgar']",female,28,Poland,1.15,English + Poland,Medium,Medium
3256,Elizabeth Collins,+48633549078,Master of Arts,"['cooking', 'gaming']",Poznan,"['slovenly', 'selfish', 'determined']",male,26,Ukraine,2.73,English + Ukraine,Fast,Medium
3257,Richard Evans,+48404362243,Bachelor of Arts,"['reading', 'dancing', 'art', 'gaming', 'cooking']",Krakow,"['discreet', 'sarcastic', 'argumentative', 'conceited', 'loyal', 'charismatic']",male,27,Poland,1.7,English + Poland,Fast,Low
3258,Donald Morton,+48365111894,Bachelor of Science,"['hiking', 'traveling', 'reading', 'dancing']",Katowice,"['callous', 'greedy', 'sympathetic', 'indecisive', 'sociable']",female,28,Poland,3.96,English + Poland,Low,Low
3259,Jennifer Hunter,+48836864089,Master of Science,"['hiking', 'art', 'sports', 'traveling', 'reading']",Warsaw,"['callous', 'exuberant', 'bossy', 'aggressive', 'self-centered']",male,26,Poland,2.48,English + Poland,Medium,Low
3260,Juan Collins,+48493761051,Bachelor of Science,"['art', 'cooking']",Gdansk,"['thoughtless', 'rigid']",male,30,Poland,3.42,English + Poland,Low,High
3261,Jacob Collins,+48288434324,PhD,['gaming'],Szczecin,"['driven', 'bossy']",female,22,Ukraine,3.45,English + Ukraine,Medium,Low
3262,Geoffrey Burns,+48700891637,Master of Science,['art'],Lublin,"['apathetic', 'obnoxious', 'enthusiastic', 'slovenly', 'bossy', 'disrespectful', 'intelligent']",male,25,UK,1.26,English,Fast,Medium
3263,David Taylor,+48835682445,Bachelor of Arts,"['dancing', 'traveling', 'cooking']",Krakow,"['finicky', 'apathetic', 'discreet', 'humble']",female,24,Poland,4.54,English + Poland,Medium,Medium
3264,Joshua Oconnor,+48412015714,PhD,['dancing'],Katowice,"['boorish', 'apathetic', 'adaptable']",female,24,Ukraine,2.39,English + Ukraine,Fast,High
3265,Margaret Vang,+48156531501,Bachelor of Science,"['reading', 'hiking']",Szczecin,"['unpredictable', 'conceited', 'loyal', 'intelligent', 'bossy', 'competent', 'reliable']",male,26,Ukraine,1.64,English + Ukraine,Fast,Medium
3266,Sarah Baldwin,+48652907615,PhD,"['dancing', 'cooking', 'reading', 'music']",Lublin,"['discreet', 'sociable', 'cowardly', 'tolerant']",male,24,Poland,2.63,English + Poland,Medium,High
3267,Jessica Juarez,+48244034648,Master of Arts,"['music', 'reading', 'art', 'traveling']",Warsaw,"['independent', 'understanding']",male,26,Ukraine,4.91,English + Ukraine,Medium,High
3268,Donna Blair,+48180515082,Bachelor of Arts,['traveling'],Lublin,"['picky', 'malicious', 'humble', 'unfriendly', 'intelligent', 'surly']",male,25,Poland,4.6,English + Poland,Fast,Low
3269,Victor Robertson DDS,+48054963552,Bachelor of Science,['art'],Poznan,"['friendly', 'bossy', 'boorish', 'enthusiastic', 'vulgar']",male,25,Poland,3.06,English + Poland,Low,Low
3270,Alyssa Gordon,+48515670191,Master of Arts,"['cooking', 'art']",Gdansk,"['persistent', 'slovenly', 'adaptable', 'discreet', 'impulsive', 'aggressive', 'disrespectful']",male,26,Germany,1.76,English,Fast,High
3271,Bryan Davidson,+48801825634,Master of Arts,"['cooking', 'reading', 'dancing', 'traveling']",Lublin,"['creative', 'dishonest', 'optimistic', 'forgetful', 'slovenly', 'tolerant']",male,29,Germany,1.43,English,Fast,Low
3272,Kayla Wells,+48698949358,Bachelor of Arts,"['dancing', 'music', 'art', 'sports']",Szczecin,['callous'],female,22,Germany,1.29,English,Low,Low
3273,Michael Reyes,+48696734381,Bachelor of Arts,"['art', 'hiking', 'sports', 'cooking', 'music']",Katowice,"['stingy', 'reckless', 'gregarious', 'tolerant', 'unpredictable', 'jealous', 'mindful']",female,30,Poland,4.81,English + Poland,Medium,Low
3274,Matthew Donovan,+48347666432,Bachelor of Science,['dancing'],Gdansk,"['lazy', 'accepting', 'enthusiastic', 'greedy', 'impatient']",male,28,Poland,3.94,English + Poland,Medium,Medium
3275,Derrick Ware,+48022883467,Bachelor of Arts,"['dancing', 'traveling']",Katowice,"['intelligent', 'independent', 'forgetful', 'creative', 'impatient', 'gregarious']",female,25,Ukraine,2.0,English + Ukraine,Low,Low
3276,Gary Galvan,+48695760173,Bachelor of Arts,"['dancing', 'sports', 'music']",Gdansk,['arrogant'],male,23,Poland,3.68,English + Poland,Medium,High
3277,April Peterson,+48347762858,Bachelor of Science,"['reading', 'hiking', 'cooking']",Poznan,"['argumentative', 'charismatic']",male,27,Poland,3.32,English + Poland,Low,Medium
3278,Jeremy Mcdowell,+48052132569,PhD,['music'],Warsaw,"['loyal', 'unpredictable', 'helpful', 'malicious', 'gregarious', 'sociable', 'enthusiastic']",female,28,Poland,2.79,English + Poland,Medium,High
3279,Elizabeth Bishop,+48070457024,Bachelor of Science,"['sports', 'reading', 'cooking']",Wroclaw,"['insightful', 'exuberant', 'charismatic', 'creative', 'broad-minded', 'rigid']",female,28,Germany,3.33,English,Low,Low
3280,Peter Turner,+48403986928,Bachelor of Arts,"['hiking', 'reading', 'gaming', 'sports']",Poznan,"['slovenly', 'callous', 'pessimistic', 'conceited', 'empathic', 'friendly', 'impatient']",male,23,Ukraine,4.81,English + Ukraine,Low,High
3281,Amanda Sanchez,+48769504355,PhD,"['dancing', 'sports', 'music']",Szczecin,"['bossy', 'greedy', 'humble', 'enthusiastic', 'determined']",male,29,UK,3.81,English,Medium,Medium
3282,Michael Garcia,+48776355145,Master of Arts,"['reading', 'music', 'gaming']",Katowice,"['understanding', 'disloyal']",female,28,Poland,3.71,English + Poland,Fast,Low
3283,Cory Tate,+48779230980,PhD,"['reading', 'traveling', 'gaming']",Krakow,"['cowardly', 'greedy']",male,29,Poland,4.38,English + Poland,Medium,Medium
3284,Elizabeth Hartman,+48543799041,Master of Arts,"['dancing', 'sports', 'music', 'gaming', 'reading']",Poznan,"['aggressive', 'rude', 'boorish', 'congenial', 'finicky', 'accepting', 'friendly']",female,28,Poland,1.58,English + Poland,Fast,Low
3285,Angela Stevens,+48877861918,Master of Science,"['sports', 'art']",Warsaw,"['impatient', 'courageous']",male,24,Ukraine,4.33,English + Ukraine,Low,High
3286,Kristin Booth,+48192936652,PhD,"['dancing', 'art']",Gdansk,"['kind', 'unpredictable', 'friendly', 'obnoxious']",female,22,Poland,3.94,English + Poland,Low,Low
3287,Robert Watkins,+48943077110,PhD,"['cooking', 'music', 'sports', 'reading', 'dancing']",Katowice,"['affable', 'callous', 'surly', 'unpredictable', 'loyal']",female,29,Poland,2.09,English + Poland,Fast,Medium
3288,Steve Simon,+48301076993,PhD,"['traveling', 'cooking', 'gaming', 'reading']",Wroclaw,"['competent', 'conceited']",female,24,USA,3.46,English,Medium,Medium
3289,Anthony Wong,+48855134384,PhD,"['cooking', 'dancing', 'art', 'traveling', 'hiking']",Warsaw,"['rude', 'impatient', 'picky', 'sneaky', 'rigid', 'lazy', 'tolerant']",female,27,Poland,1.45,English + Poland,Fast,Medium
3290,Jeremy Bauer,+48387222206,Master of Arts,"['cooking', 'dancing', 'gaming']",Warsaw,"['boorish', 'compassionate', 'independent', 'exuberant', 'lazy', 'sarcastic', 'unfriendly']",female,30,Poland,2.84,English + Poland,Medium,High
3291,Allen Burnett,+48954473881,Bachelor of Science,"['reading', 'cooking', 'traveling', 'gaming']",Wroclaw,"['bossy', 'impulsive', 'driven', 'friendly']",female,23,Poland,2.18,English + Poland,Fast,High
3292,Allison Smith,+48066049771,PhD,"['hiking', 'reading', 'sports']",Poznan,"['kind', 'malicious', 'responsible', 'independent', 'empathic', 'surly']",female,24,Poland,3.45,English + Poland,Low,Low
3293,Stephen Caldwell,+48799950517,Master of Science,"['dancing', 'gaming', 'art', 'cooking']",Wroclaw,"['responsible', 'disrespectful', 'sympathetic', 'competent', 'greedy']",female,30,Poland,4.33,English + Poland,Medium,Medium
3294,Rachel Hanson,+48517334650,Master of Arts,"['reading', 'music', 'cooking']",Krakow,"['disrespectful', 'greedy']",female,27,Ukraine,3.36,English + Ukraine,Fast,Low
3295,Morgan Walker,+48793739995,Master of Arts,"['traveling', 'hiking', 'reading']",Lublin,"['obnoxious', 'greedy', 'impulsive', 'courageous', 'reckless', 'discreet']",male,28,Ukraine,4.62,English + Ukraine,Fast,Medium
3296,James Johnson,+48858067728,Bachelor of Science,"['art', 'reading', 'music', 'dancing']",Warsaw,"['persistent', 'fair', 'accepting']",female,23,Poland,2.84,English + Poland,Fast,High
3297,Stephen Kim,+48444043610,PhD,"['music', 'cooking', 'gaming', 'reading']",Katowice,"['compassionate', 'sneaky', 'loyal', 'confident']",male,27,Ukraine,2.34,English + Ukraine,Medium,High
3298,Ann Hernandez,+48733030902,PhD,['gaming'],Lublin,"['persistent', 'indecisive', 'reliable', 'malicious', 'vulgar', 'slovenly', 'independent']",male,28,Poland,3.14,English + Poland,Medium,High
3299,Russell Castaneda,+48111949946,Bachelor of Arts,['sports'],Krakow,"['exuberant', 'dishonest', 'broad-minded', 'uncertain']",male,28,Poland,3.98,English + Poland,Fast,Low
3300,Glenda Whitney,+48461158469,PhD,"['cooking', 'traveling']",Gdansk,"['cowardly', 'exuberant', 'reckless']",female,24,Ukraine,2.57,English + Ukraine,Low,Low
3301,Jennifer Gould,+48790900698,Master of Science,"['reading', 'sports', 'cooking', 'hiking']",Lublin,"['pessimistic', 'confident', 'selfish', 'helpful', 'picky']",male,25,Spain,3.24,English,Fast,Low
3302,Kathryn Williams,+48553193471,Bachelor of Science,"['hiking', 'sports', 'gaming', 'reading', 'dancing']",Gdansk,['exuberant'],male,26,Ukraine,3.77,English + Ukraine,Fast,Medium
3303,Edgar Contreras,+48216314765,Bachelor of Arts,"['sports', 'art']",Gdansk,"['vulgar', 'fair', 'courageous']",female,27,Poland,4.01,English + Poland,Fast,Medium
3304,Daniel Miller,+48199295880,PhD,['music'],Poznan,"['rude', 'courageous']",male,29,UK,4.78,English,Medium,Medium
3305,Howard Johnston,+48748982393,Bachelor of Science,"['reading', 'cooking']",Krakow,"['determined', 'driven', 'bossy', 'argumentative', 'fair', 'exuberant']",male,30,Poland,1.42,English + Poland,Fast,High
